,Distance_X_LOGO_Earphone_LD1,Distance_X_LOGO_Earphone_LD2,Distance_X_LOGO_Earphone_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_LD1,Distance_Y_LOGO_Earphone_LD2,Distance_Y_LOGO_Earphone_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_LD1,Angle_Earphone_LD2,Angle_Earphone_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-29.3954606889,-29.3244378308,-29.3734536061,-29.4814883762,-29.4074645523,-29.4104655181,-29.4444764643,-29.4424758204,-29.4104655181,-29.4094651962,-29.5134986785,-29.5475096246,-29.3734536061,-29.3014304261,-29.1983972657,-29.3054317139,-29.3384423381,-29.4624822593,-29.33944266,-29.2694201238,-29.3194362211,-29.30343107,-29.3044313919,-29.3734536061,-29.3384423381,-29.2684198019,-29.3054317139,-29.3054317139,-29.3384423381,-29.2684198019,-29.4434761423,-29.3404429819,138.914234998,138.821268302,139.185137949,139.077176625,139.048187011,139.001203842,139.179140098,139.075177341,139.048187011,139.180139739,139.142153348,139.247115746,139.014199186,139.102167672,138.859254694,139.036191308,139.078176267,138.955220315,139.007201693,139.03219274,138.8092726,139.149150841,139.079175909,139.141153706,139.078176267,139.071178774,139.035191666,139.071178774,139.078176267,138.97921172,139.079175909,139.079175909,102.126,102.106,102.095,102.147,102.12,102.125,102.123,102.131,102.121,102.11,102.154,102.159,102.109,102.074,102.053,102.081,102.09,102.149,102.097,102.067,102.105,102.071,102.077,102.099,102.09,102.063,102.081,102.078,102.09,102.071,102.132,102.091
FLQS30BJGRWV,-29.3866371444,-29.3146159764,-29.3546277364,-29.4696615465,-29.3896380264,-29.4016415544,-29.4336509624,-29.4346512564,-29.3656309704,-29.3896380264,-29.5066724245,-29.5386818325,-29.3656309704,-29.2936098024,-29.1795762863,-29.3546277364,-29.3306206804,-29.3976403784,-29.3296203864,-29.2585995124,-29.3166165644,-29.2976109784,-29.2966106844,-29.3546277364,-29.3306206804,-29.2495968664,-29.2966106844,-29.2946100964,-29.3306206804,-29.2606001004,-29.4356515504,-29.3896380264,138.876394476,138.746408146,138.909391005,139.031378176,138.944387325,138.926389218,139.06737439,138.996381857,139.000381436,138.944387325,139.157364926,139.168363769,138.966385011,138.999381541,138.734409408,138.839398366,139.033377966,138.992382277,138.930388797,138.922389638,138.705412458,139.145366188,139.077373339,139.014379964,139.033377966,138.979383644,138.966385011,138.964385222,139.033377966,138.931388692,139.068374285,138.909391005,101.828,101.81,101.812,101.848,101.823,101.83,101.831,101.837,101.809,101.823,101.852,101.864,101.812,101.781,101.758,101.818,101.793,101.823,101.801,101.774,101.814,101.77,101.776,101.804,101.793,101.765,101.785,101.784,101.793,101.774,101.831,101.826
FLQS30AEGRWV,-29.6389256109,-29.5679114133,-29.6179214116,-29.7229424081,-29.6529284105,-29.6539286104,-29.6869352093,-29.6519282105,-29.6189216116,-29.6549288104,-29.7589496069,-29.7929564058,-29.6179214116,-29.546907214,-29.4418862175,-29.5499078139,-29.5829144128,-29.6529284105,-29.5839146128,-29.5119002152,-29.5679114133,-29.5499078139,-29.547907414,-29.6179214116,-29.5829144128,-29.5119002152,-29.5499078139,-29.547907414,-29.5829144128,-29.5129004151,-29.6899358092,-29.5829144128,138.925291392,138.831267507,139.160351104,139.085332047,139.056324678,139.018315023,139.122341449,139.126342465,139.092333826,139.161351358,139.157350342,139.228368383,139.020315531,139.088332809,138.884280974,139.055324424,139.088332809,139.086332301,139.055324424,139.05432417,138.758248958,139.195359998,139.094334334,139.124341957,139.088332809,139.087332555,139.05432417,139.022316039,139.088332809,138.985306638,139.122341449,139.091333572,102.16,102.14,102.132,102.18,102.155,102.159,102.163,102.149,102.138,102.147,102.188,102.195,102.144,102.111,102.086,102.115,102.125,102.152,102.128,102.1,102.147,102.103,102.11,102.136,102.125,102.097,102.115,102.117,102.125,102.106,102.164,102.125
FLQS309TGRWY,-29.6063595722,-29.497450214,-29.5873753721,-29.6892905514,-29.622346267,-29.622346267,-29.6573171618,-29.622346267,-29.5873753721,-29.622346267,-29.7272589515,-29.7622298463,-29.5873753721,-29.5174335824,-29.4125208979,-29.5174335824,-29.5524044773,-29.622346267,-29.5514053089,-29.4794651823,-29.497450214,-29.5174335824,-29.5174335824,-29.5873753721,-29.5524044773,-29.4414967822,-29.5174335824,-29.5174335824,-29.5524044773,-29.4794651823,-29.6573171618,-29.5524044773,138.932734901,138.835744859,139.040723813,139.109716729,139.005727406,138.865741779,139.005727406,139.040723813,139.040723813,139.005727406,139.07572022,139.18070944,138.970731,139.040723813,138.795748966,138.970731,138.970731,139.005727406,139.025725353,139.02672525,138.763752251,139.040723813,139.040723813,139.07572022,138.970731,139.088718885,139.025725353,139.005727406,138.970731,138.999728022,139.040723813,139.040723813,102.038,102.004,102.022,102.056,102.038,102.05,102.052,102.036,102.022,102.038,102.074,102.079,102.028,101.994,101.973,102.0,102.014,102.038,102.009,101.981,102.01,101.994,101.994,102.019,102.014,101.96,101.995,101.997,102.014,101.983,102.049,102.008
FLQS309QGRWV,-29.7275176899,-29.6544574336,-29.7075011813,-29.809585375,-29.739527595,-29.7405284205,-29.7755573104,-29.7275176899,-29.6924887999,-29.7405284205,-29.844614265,-29.8776415041,-29.6924887999,-29.6334400997,-29.5293542551,-29.6224310199,-29.6704706405,-29.739527595,-29.6694698151,-29.58740213,-29.6544574336,-29.6354417505,-29.6224310199,-29.6924887999,-29.6704706405,-29.58740213,-29.6364425759,-29.6224310199,-29.6704706405,-29.5994120351,-29.7765581359,-29.6714714659,138.877548359,138.788556978,139.194517657,139.127524146,139.050531604,138.974538964,139.159521047,138.901546034,138.901546034,139.120524824,139.119524921,139.191517948,138.901546034,139.072529473,138.827553201,138.901546034,139.048531797,139.015534993,138.975538867,138.901546034,138.708564726,139.148522112,138.971539255,139.006535865,139.048531797,138.971539255,138.975538867,138.936542645,139.048531797,138.948541482,139.051531507,139.076529086,102.066,102.045,102.032,102.078,102.057,102.064,102.062,102.064,102.051,102.051,102.092,102.099,102.051,102.013,101.992,102.023,102.03,102.059,102.035,102.009,102.052,102.007,102.017,102.042,102.03,102.003,102.022,102.02,102.03,102.01,102.071,102.028
FLQS309NGRWM,-29.4270778656,-29.3541099076,-29.404087961,-29.5910058809,-29.4380730374,-29.4420712816,-29.4740572358,-29.4380730374,-29.4050875221,-29.4380730374,-29.5440265107,-29.578011587,-29.4050875221,-29.3351182473,-29.2331630183,-29.3351182473,-29.3711024458,-29.4390725984,-29.3691033236,-29.2981344877,-29.3531103465,-29.3331191251,-29.3341186862,-29.4020888389,-29.3711024458,-29.2961353656,-29.3351182473,-29.3371173694,-29.3711024458,-29.2981344877,-29.4750567969,-29.3691033236,138.898077404,138.841090501,139.158017663,139.114027773,139.150019501,138.941067524,139.150019501,139.140021799,139.080035585,139.151019271,139.179012837,139.223002727,139.109028922,139.076036504,138.823094637,139.005052818,139.040044776,139.109028922,139.065039032,139.065039032,138.763108424,139.208006174,139.178013067,139.173014216,139.040044776,139.063039491,139.034046155,139.195009161,139.040044776,139.005052818,139.110028692,139.105029841,101.901,101.877,101.87,101.948,101.884,101.903,101.898,101.885,101.877,101.884,101.923,101.933,101.874,101.85,101.831,101.856,101.867,101.888,101.864,101.836,101.883,101.838,101.841,101.868,101.867,101.836,101.853,101.841,101.867,101.841,101.902,101.861
FLQS308YGRWQ,-29.5662649217,-29.458289518,-29.5452697043,-29.6152537622,-29.5822612778,-29.5842608223,-29.5802617332,-29.5822612778,-29.5122772198,-29.5462694765,-29.6512455634,-29.6862375924,-29.5462694765,-29.4772851909,-29.3753084208,-29.4782849632,-29.4762854186,-29.5802617332,-29.5142767644,-29.4063013607,-29.501279725,-29.4762854186,-29.4762854186,-29.5102776753,-29.4762854186,-29.4402936174,-29.4802845077,-29.4402936174,-29.4762854186,-29.4412933897,-29.6172533067,-29.5142767644,138.998084866,138.825066089,139.163102775,139.122098325,139.020087254,138.948079439,139.155101907,139.054090944,139.120098108,139.155101907,139.130099193,139.237110807,138.98208313,139.114097457,138.803063702,138.98208313,139.087094526,139.052090727,138.94107868,139.020087254,138.747057623,139.158102232,139.120098108,139.155101907,139.087094526,139.113097348,138.94107868,139.081093875,139.087094526,138.949079548,139.092095069,139.157102124,101.991,101.963,101.969,102.0,101.996,102.003,101.984,101.993,101.96,101.97,102.014,102.019,101.985,101.947,101.932,101.958,101.949,101.992,101.976,101.926,101.987,101.943,101.946,101.956,101.949,101.932,101.962,101.935,101.949,101.946,102.003,101.958
FLQS3084GRWM,-29.6530055297,-29.5849665104,-29.6409986439,-29.7430571729,-29.6730170059,-29.6730170059,-29.705035368,-29.6730170059,-29.6379969225,-29.6730170059,-29.7740749611,-29.8070938969,-29.6379969225,-29.5639544603,-29.4628965052,-29.5679567555,-29.5989745438,-29.6730170059,-29.6009756914,-29.5329366721,-29.5839659366,-29.5669561817,-29.5679567555,-29.6379969225,-29.5989745438,-29.5329366721,-29.5669561817,-29.5679567555,-29.5989745438,-29.5329366721,-29.7040347941,-29.602976839,138.841487175,138.739491225,139.186473477,138.9264838,138.89148519,138.751490748,139.111476455,138.9264838,138.856486579,138.96148241,139.065478281,139.143475184,138.856486579,138.996481021,138.681493528,138.856486579,138.998480941,138.96148241,138.932483562,138.856486579,138.666494123,139.103476772,138.9264838,138.96148241,138.998480941,138.9264838,138.931483602,138.89148519,138.998480941,138.821487969,139.032479591,138.856486579,101.827,101.808,101.793,101.855,101.83,101.842,101.824,101.827,101.819,101.824,101.855,101.862,101.819,101.778,101.765,101.792,101.792,101.824,101.798,101.778,101.814,101.77,101.786,101.811,101.792,101.772,101.785,101.789,101.792,101.781,101.831,101.806
FLQS307KGRWV,-29.3893159467,-29.3162977701,-29.4063201796,-29.513346822,-29.4413288944,-29.4423291434,-29.4753373602,-29.4413288944,-29.3723117138,-29.4423291434,-29.5453547898,-29.5803635046,-29.4073204286,-29.3002937862,-29.2362778506,-29.338303248,-29.337302999,-29.4063201796,-29.3763127098,-29.3763127098,-29.3212990151,-29.337302999,-29.341303995,-29.3713114648,-29.337302999,-29.3062952802,-29.338303248,-29.3793134567,-29.337302999,-29.3002937862,-29.4763376092,-29.338303248,138.950701441,138.901700136,139.141706529,139.039703812,139.006702933,138.935701041,139.11170573,139.041703865,139.103705517,139.075704771,139.078704851,139.213708447,138.967701894,139.091705197,138.750696113,138.966701867,139.069704611,139.069704611,138.85569891,138.925700775,138.697694701,139.171707328,138.99570264,139.10870565,139.069704611,138.99570264,138.963701787,138.99570264,139.069704611,138.932700961,139.100705437,139.068704584,101.846,101.822,101.837,101.888,101.862,101.868,101.867,101.859,101.827,101.857,101.897,101.9,101.852,101.8,101.802,101.825,101.816,101.843,101.849,101.843,101.841,101.807,101.823,101.826,101.816,101.81,101.825,101.839,101.816,101.813,101.868,101.816
FLQS3072GRWV,-29.5660459073,-29.4910838221,-29.5370605677,-29.642007487,-29.5700438852,-29.5710433797,-29.6060256861,-29.5700438852,-29.5390595566,-29.5720428741,-29.675990299,-29.7099731109,-29.5370605677,-29.4670959548,-29.3641480244,-29.4690949438,-29.5000792723,-29.5710433797,-29.5020782613,-29.4331131428,-29.4890848331,-29.4670959548,-29.4670959548,-29.5360610732,-29.5000792723,-29.4331131428,-29.4680954493,-29.4680954493,-29.5000792723,-29.4311141539,-29.6060256861,-29.5030777557,138.828940058,138.820939081,139.18398338,139.040965929,139.043966295,138.970957387,139.111974594,139.043966295,139.10997435,139.146978865,139.113974838,139.219987774,138.940953726,139.07096959,138.792935664,139.039965807,139.046966661,139.039965807,139.038965685,138.973957753,138.743929685,139.175982404,139.044966417,139.110974472,139.046966661,139.038965685,139.039965807,139.009962146,139.046966661,138.975957997,139.076970323,139.009962146,101.993,101.964,101.952,102.005,101.977,101.983,101.985,101.977,101.959,101.969,102.012,102.017,101.972,101.934,101.916,101.937,101.949,101.977,101.95,101.929,101.97,101.925,101.936,101.958,101.949,101.923,101.937,101.939,101.949,101.928,101.988,101.953
FLQS305NGRWM,-29.6324276347,-29.5634545708,-29.6124354423,-29.7193936718,-29.6464221694,-29.647421779,-29.6804088966,-29.6464221694,-29.6134350519,-29.6464221694,-29.7523807893,-29.7883667357,-29.6114358326,-29.5434623783,-29.4814865818,-29.5434623783,-29.5784487151,-29.6454225598,-29.5774491055,-29.5064768223,-29.5604557419,-29.5434623783,-29.5434623783,-29.6124354423,-29.5784487151,-29.5074764319,-29.5434623783,-29.544461988,-29.5784487151,-29.5914436402,-29.6834077254,-29.5794483247,138.998184801,138.859134597,139.199257398,139.129232115,139.095219835,139.054205027,139.194255592,139.199257398,139.160243312,139.166245479,139.194255592,139.302294599,139.058206472,139.117227781,138.826122679,139.087216946,139.154241145,139.092218752,139.086216585,139.084215862,138.828123401,139.192254869,139.124230309,139.192254869,139.154241145,139.115227059,139.086216585,139.089217668,139.154241145,139.016191302,139.128231754,139.153240783,102.048,102.033,102.023,102.071,102.045,102.049,102.05,102.037,102.027,102.04,102.079,102.084,102.035,102.003,102.003,102.005,102.014,102.045,102.019,101.991,102.034,101.997,102.002,102.024,102.014,101.989,102.006,102.005,102.014,102.03,102.057,102.014
FLQS305DGRWM,-29.6024128033,-29.4984499852,-29.5474324668,-29.6533945698,-29.5804206687,-29.5834195961,-29.6174074405,-29.5814203112,-29.5484321093,-29.5824199537,-29.6873824142,-29.7223699011,-29.5474324668,-29.5134446224,-29.373494675,-29.4784571356,-29.51244498,-29.5824199537,-29.5484321093,-29.4434696487,-29.4984499852,-29.4784571356,-29.4784571356,-29.5474324668,-29.51244498,-29.4424700063,-29.4784571356,-29.4774574931,-29.51244498,-29.4784571356,-29.6523949274,-29.5134446224,138.993803671,138.82680631,139.233799879,139.161801017,139.125801586,139.018803276,139.193800511,139.125801586,139.12680157,139.165800954,139.194800495,139.267799342,139.086802202,139.081802281,138.867805662,139.053802723,139.149801206,139.123801617,139.013803355,139.049802787,138.746807574,139.153801143,139.116801728,139.15780108,139.149801206,139.075802376,139.048802802,139.114801759,139.149801206,138.984803814,139.123801617,139.148801222,102.104,102.076,102.062,102.109,102.084,102.094,102.093,102.084,102.071,102.081,102.12,102.128,102.074,102.061,102.024,102.05,102.055,102.085,102.081,102.036,102.083,102.041,102.044,102.068,102.055,102.034,102.05,102.044,102.055,102.055,102.113,102.055
FLQS3057GRWM,-29.4938413046,-29.4228465009,-29.4708429879,-29.5768352302,-29.5048404996,-29.4968410851,-29.5398379381,-29.5038405728,-29.4718429147,-29.5048404996,-29.6088328882,-29.6438303267,-29.4618436466,-29.3918487696,-29.2998555027,-29.4028479646,-29.4358455494,-29.5668359621,-29.4368454762,-29.3568513311,-29.421846574,-29.3918487696,-29.4008481109,-29.4618436466,-29.4358455494,-29.3658506725,-29.4038478914,-29.4028479646,-29.4358455494,-29.3668505993,-29.5408378649,-29.4358455494,139.017095243,138.926058509,139.270197373,139.222177997,139.189164676,139.00809161,139.258192529,139.19316629,139.223178401,139.23118163,139.227180015,139.363234915,139.043105739,139.113133996,138.937062949,139.145146914,139.188164272,139.148148125,139.115134804,139.043105739,138.844025407,139.183162254,139.186163465,139.078119868,139.188164272,139.179160639,139.1141344,139.178160235,139.188164272,139.086123097,139.191165483,139.216175575,101.963,101.943,101.933,101.979,101.953,101.965,101.961,101.952,101.937,101.95,101.991,101.993,101.948,101.915,101.893,101.916,101.926,101.981,101.933,101.907,101.949,101.909,101.912,101.946,101.926,101.899,101.92,101.914,101.926,101.907,101.967,101.924
FLQS3052GRWY,-29.2026755643,-29.1237521143,-29.1687085099,-29.2386406808,-29.2026755643,-29.2026755643,-29.2376416498,-29.2026755643,-29.1677094789,-29.2026755643,-29.2736067663,-29.3075738208,-29.1677094789,-29.0977773079,-28.9928790515,-29.0997753699,-29.1327433934,-29.2026755643,-29.1327433934,-28.9928790515,-29.1247511453,-29.0977773079,-29.0977773079,-29.1677094789,-29.1327433934,-29.0628112224,-29.1007744009,-29.0977773079,-29.1327433934,-29.0628112224,-29.2376416498,-29.0987763389,138.808428907,138.84342599,139.239392982,139.142401067,139.088405568,138.948417238,139.088405568,139.053408486,139.053408486,139.088405568,139.207395649,139.284389231,138.98341432,139.123402651,138.808428907,139.097404818,139.053408486,139.018411403,138.98341432,138.98341432,138.759432991,139.123402651,139.123402651,139.088405568,139.053408486,139.053408486,139.095404985,139.088405568,139.053408486,138.948417238,139.207395649,139.137401484,101.76,101.726,101.711,101.746,101.737,101.748,101.75,101.739,101.726,101.737,101.754,101.761,101.731,101.692,101.677,101.695,101.712,101.742,101.718,101.662,101.733,101.692,101.692,101.723,101.712,101.684,101.695,101.695,101.712,101.693,101.74,101.691
FLQS304WGRWM,-30.5496810579,-30.4373016163,-30.5249369607,-30.6373164023,-30.5651461187,-30.5641151146,-30.5991692524,-30.5651461187,-30.5280299728,-30.5620531065,-30.6692775279,-30.7094866859,-30.5300919809,-30.4537976811,-30.3476042638,-30.4568906932,-30.5651461187,-30.5651461187,-30.491944831,-30.4197745474,-30.4775107743,-30.4537976811,-30.4537976811,-30.5249369607,-30.5651461187,-30.4208055514,-30.4568906932,-30.4568906932,-30.5651461187,-30.4208055514,-30.5991692524,-30.4558596892,138.944073801,138.897064303,139.189123314,139.009086937,138.904065718,139.010087139,139.219129377,139.079101084,139.180121495,139.185122506,139.185122506,139.219129377,139.150115432,139.176120687,138.897064303,139.109107147,139.079101084,138.974079864,139.108106945,139.105106338,138.803045306,139.186122708,139.150115432,139.182121899,139.079101084,139.009086937,139.10610654,139.142113816,139.079101084,138.904065718,139.151115634,139.175120485,102.092,102.053,102.062,102.12,102.101,102.092,102.088,102.087,102.064,102.077,102.118,102.13,102.068,102.036,102.019,102.043,102.087,102.095,102.056,102.029,102.077,102.035,102.038,102.063,102.087,102.037,102.043,102.04,102.087,102.046,102.094,102.037
FLQS3047GRWM,-29.5304521843,-29.4593957535,-29.5144394675,-29.6205237164,-29.5484664908,-29.5494672856,-29.5834943088,-29.5484664908,-29.5164410571,-29.5504680804,-29.6535499448,-29.6895785577,-29.5144394675,-29.4433830367,-29.3393003774,-29.4473862159,-29.4804124443,-29.5864966932,-29.4804124443,-29.4093560135,-29.4613973431,-29.4443838315,-29.4423822419,-29.5154402623,-29.4804124443,-29.4093560135,-29.4463854211,-29.4453846263,-29.4804124443,-29.4093560135,-29.5854958984,-29.4804124443,138.924810334,138.863819197,139.135779674,139.092785922,139.058790863,138.98580147,139.126780982,139.060790572,139.063790136,139.097785196,139.159776187,139.233765434,139.023795948,139.079787811,138.842822249,138.989800889,139.085786939,138.982801906,139.015797111,139.015797111,138.717840412,139.161775896,139.124781272,139.091786068,139.085786939,139.077788102,139.015797111,139.054791444,139.085786939,138.989800889,139.090786213,139.086786794,102.078,102.056,102.055,102.1,102.074,102.081,102.082,102.074,102.061,102.072,102.107,102.115,102.064,102.032,102.01,102.04,102.045,102.096,102.051,102.023,102.069,102.025,102.027,102.059,102.045,102.018,102.038,102.034,102.045,102.025,102.086,102.045
FLQS303BGRWM,-29.1067129808,-29.035713681,-29.0867131781,-29.2317117482,-29.1227128231,-29.1227128231,-29.1557124977,-29.1617124385,-29.0877131682,-29.1617124385,-29.2257118074,-29.2607114623,-29.0877131682,-29.014713888,-28.9507145191,-29.0547134936,-29.0917131288,-29.1547125075,-29.0527135133,-28.9807142233,-29.0347136908,-29.0517135232,-29.0157138782,-29.1197128527,-29.0917131288,-28.9817142135,-29.0567134739,-29.0177138585,-29.0917131288,-28.9837141937,-29.1917121427,-29.0507135331,138.94019078,138.811215666,139.210138692,139.034172645,139.103159334,138.96418615,139.170146409,138.96418615,139.138152582,138.999179397,139.135153161,139.280125188,139.035172452,139.133153546,138.854207371,139.109158177,138.96418615,139.099160106,139.065166665,139.065166665,138.805216824,139.208139078,139.069165893,139.170146409,138.96418615,139.099160106,138.96418615,139.102159527,138.96418615,139.035172452,139.10115972,139.066166472,101.753,101.736,101.723,101.795,101.746,101.758,101.754,101.773,101.73,101.77,101.784,101.786,101.738,101.701,101.699,101.719,101.746,101.759,101.722,101.693,101.736,101.71,101.707,101.74,101.746,101.691,101.732,101.705,101.746,101.697,101.774,101.721
FLQS3024GRWM,-29.4232569938,-29.3492664063,-29.3882614457,-29.5022469453,-29.4232569938,-29.4232569938,-29.4652516515,-29.4292562306,-29.3972603009,-29.4312559762,-29.5362426206,-29.5722380415,-29.3882614457,-29.325269459,-29.2232824331,-29.3282690774,-29.3532658975,-29.4232569938,-29.3622647528,-29.2902739109,-29.3472666607,-29.3262693318,-29.3882614457,-29.3882614457,-29.3532658975,-29.2892740381,-29.3882614457,-29.3272692046,-29.3532658975,-29.2832748013,-29.4672513971,-29.3632646256,138.966184873,138.87518999,139.107176944,139.21517087,139.072178912,139.002182848,139.214170927,139.178172951,139.179172895,139.214170927,139.214170927,139.350163279,139.03718088,139.166173626,138.953185604,139.106177,139.107176944,139.072178912,139.104177112,139.101177281,138.878189821,139.243169296,139.107176944,139.142174975,139.107176944,139.16717357,139.03718088,139.139175144,139.107176944,139.002182848,139.205171433,139.172173288,102.087,102.065,102.061,102.097,102.078,102.084,102.082,102.071,102.059,102.069,102.11,102.113,102.067,102.031,102.009,102.037,102.047,102.078,102.051,102.023,102.064,102.025,102.061,102.058,102.047,102.017,102.067,102.034,102.047,102.028,102.084,102.046
FLQS301GGRWM,-29.5531376551,-29.4801792834,-29.5311502006,-29.6360903242,-29.5681291013,-29.5681291013,-29.601110283,-29.565130812,-29.5321496304,-29.5671296715,-29.6700709356,-29.7060504065,-29.5311502006,-29.4601906885,-29.3582488542,-29.4631889777,-29.4961701594,-29.5671296715,-29.4971695892,-29.4252106473,-29.4761815645,-29.4631889777,-29.462189548,-29.5311502006,-29.4961701594,-29.4242112175,-29.4631889777,-29.462189548,-29.4961701594,-29.4282089365,-29.6041085722,-29.4971695892,138.899972204,138.814986294,139.16292861,139.093940047,139.103938389,138.99095712,139.132933582,139.064944854,139.097939384,139.126934577,139.101938721,139.234916675,138.994956457,139.09693955,138.84698099,139.031950324,139.064944854,139.097939384,139.03095049,139.025951319,138.811986791,139.172926952,139.101938721,139.128934245,139.064944854,139.09693955,139.03095049,139.066944522,139.064944854,139.034949827,139.136932919,139.093940047,101.835,101.813,101.804,101.851,101.823,101.833,101.834,101.825,101.81,101.821,101.864,101.867,101.818,101.782,101.762,101.788,101.798,101.823,101.802,101.774,101.812,101.776,101.782,101.806,101.798,101.767,101.788,101.785,101.798,101.774,101.835,101.796
FLQS301EGRWQ,-29.3835877054,-29.318579768,-29.4015899035,-29.4715984514,-29.4365941774,-29.4025900256,-29.4355940553,-29.4365941774,-29.3675857516,-29.4375942996,-29.5056026033,-29.5416069994,-29.4025900256,-29.3325814776,-29.1905641374,-29.3325814776,-29.3315813555,-29.4365941774,-29.3665856295,-29.2965770815,-29.3155794017,-29.3315813555,-29.3315813555,-29.3655855074,-29.3315813555,-29.2965770815,-29.3335815997,-29.3335815997,-29.3315813555,-29.2965770815,-29.4735986957,-29.3675857516,139.108138754,138.937077099,139.241186709,139.237185267,139.201172286,139.128145965,139.304209424,139.238185627,139.237185267,139.273198247,139.241186709,139.380236827,139.129146326,139.187167239,138.982093324,139.164158946,139.230182743,139.200171926,139.162158225,139.156156061,138.896062316,139.304209424,139.197170844,139.266195723,139.230182743,139.258192838,139.193169402,139.196170484,139.230182743,139.096134428,139.234184185,139.194169762,102.068,102.057,102.064,102.092,102.081,102.074,102.072,102.078,102.051,102.075,102.105,102.108,102.074,102.041,102.002,102.043,102.037,102.081,102.057,102.03,102.059,102.031,102.04,102.048,102.037,102.021,102.041,102.041,102.037,102.035,102.093,102.054
FLQS300VGRWQ,-29.255630612,-29.1835921235,-29.2386215244,-29.3436776535,-29.2746407687,-29.2736402341,-29.3076584092,-29.271639165,-29.2746407687,-29.2726396996,-29.3766952941,-29.4127145383,-29.2426236627,-29.1485734138,-29.0625274414,-29.168584105,-29.2036028147,-29.271639165,-29.2046033493,-29.168584105,-29.1885947963,-29.168584105,-29.1695846396,-29.2366204553,-29.2036028147,-29.1315643262,-29.2066044184,-29.207604953,-29.2036028147,-29.1355664645,-29.3096594784,-29.2406225935,139.056625595,138.888623631,139.276628167,139.098626086,139.099626098,138.991624835,139.241627758,139.134626507,139.101626121,139.194627208,139.199627267,139.270628097,138.987624788,138.9886248,138.916623958,139.098626086,139.132626483,139.128626437,139.097626074,139.019625162,138.764622181,139.235627688,139.167626893,139.198627255,139.132626483,139.158626787,138.989624812,139.025625233,139.132626483,138.997624905,139.131626472,139.05362556,101.844,101.83,101.82,101.876,101.849,101.857,101.85,101.844,101.848,101.84,101.88,101.889,101.845,101.808,101.78,101.807,101.818,101.845,101.821,101.814,101.842,101.796,101.801,101.825,101.818,101.787,101.831,101.828,101.818,101.802,101.86,101.839
FLQS300RGRWY,-29.7422751189,-29.6672491995,-29.7162661335,-29.8253038029,-29.754279266,-29.732271663,-29.7892913617,-29.7532789204,-29.7562799571,-29.754279266,-29.8573148619,-29.8933273031,-29.7192671703,-29.6462419421,-29.5452070374,-29.6492429789,-29.6852554202,-29.7902917072,-29.6842550746,-29.6132305376,-29.6692498907,-29.6492429789,-29.6502433245,-29.754279266,-29.6852554202,-29.6112298464,-29.6502433245,-29.6972595673,-29.6852554202,-29.6142308832,-29.7892913617,-29.6842550746,138.791507019,138.697505321,138.989510596,138.95651,138.957510018,138.755506369,138.990510614,138.985510524,138.996510722,139.021511174,138.990510614,139.128513107,138.922509386,138.986510542,138.730505917,138.920509349,138.983510487,138.989510596,138.919509331,138.913509223,138.614503822,139.029511318,138.990510614,138.983510487,138.983510487,138.946509819,138.885508717,138.825507633,138.983510487,138.854508157,138.952509928,138.983510487,101.914,101.892,101.887,101.932,101.904,101.913,101.916,101.902,101.902,101.899,101.942,101.945,101.893,101.859,101.841,101.866,101.875,101.916,101.88,101.853,101.9,101.857,101.86,101.902,101.875,101.849,101.869,101.893,101.875,101.858,101.919,101.875
