,Distance_X_LOGO_MainBoard_Corner1,Distance_X_LOGO_MainBoard_Corner2,Distance_X_LOGO_MainBoard_Corner3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Corner1,Distance_Y_LOGO_MainBoard_Corner2,Distance_Y_LOGO_MainBoard_Corner3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Corner1,Angle_MainBoard_Corner2,Angle_MainBoard_Corner3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30CMGRWQ,-50.651203867,-50.6492053189,-50.7181552294,-50.6831806371,-50.6841799112,-50.7501319995,-50.5372866234,-50.576258312,-50.5063091274,-50.7481334514,-50.7161566813,-50.6841799112,-50.4673374388,-50.7181552294,-50.6482060448,-50.500313483,-50.6132314525,-50.5442815419,-50.575259038,-50.6851791852,-50.5093069496,-50.6122321784,-50.6472067707,-50.6132314525,-50.4733330832,-50.6452082226,-50.395389706,-50.712159585,-50.6462074967,-50.6562002373,-50.575259038,-50.5822539564,129.916997282,129.84497899,129.845979244,129.809970099,129.843978736,129.953006428,129.919998044,129.987015066,129.917997536,129.880988136,129.915997028,129.880988136,129.917997536,129.843978736,129.847979753,129.911996012,129.953006428,130.022023958,129.98801532,129.95100592,129.952006174,130.057032849,129.88198839,129.987015066,129.882988644,130.058033103,130.089040979,130.024024466,130.053031833,129.778962223,129.986014812,130.06203412,111.5,111.51,111.537,111.529,111.524,111.533,111.456,111.461,111.445,111.543,111.525,111.519,111.43,111.537,111.51,111.443,111.481,111.444,111.461,111.508,111.441,111.465,111.504,111.475,111.438,111.477,111.377,111.508,111.478,111.523,111.461,111.452
FLQS30BWGRWY,-50.4398818403,-50.4388815253,-50.5039019981,-50.505902628,-50.4728922342,-50.5389130219,-50.3618572729,-50.4038705015,-50.30083806,-50.5389130219,-50.5039019981,-50.4748928641,-50.2948361702,-50.5379127069,-50.4338799505,-50.2928355403,-50.4028701865,-50.3748613675,-50.3638579029,-50.4708916042,-50.3388500287,-50.4058711314,-50.4408821553,-50.4398818403,-50.2978371151,-50.4338799505,-50.1898030988,-50.5739240457,-50.4348802655,-50.4818950689,-50.3678591627,-50.4128733362,129.886659635,129.816701291,129.808706052,129.780722715,129.848682248,129.958616788,129.88765904,129.955618574,129.886659635,129.897653089,129.862673917,129.849681653,129.882662015,129.816701291,129.792715573,129.874666776,129.922638212,129.99159715,129.932632261,129.921638807,129.921638807,130.024577512,129.850681058,129.956617979,129.853679273,130.002590604,130.057557874,129.967611433,130.020579893,129.747742353,129.954619169,130.059556684,111.392,111.402,111.428,111.433,111.41,111.419,111.362,111.368,111.338,111.428,111.42,111.411,111.337,111.44,111.403,111.337,111.372,111.351,111.356,111.398,111.348,111.358,111.398,111.382,111.342,111.372,111.271,111.431,111.37,111.428,111.354,111.356
FLQS30BJGRWV,-50.4332961675,-50.3952838849,-50.5003178238,-50.5023184702,-50.4673071572,-50.5333284903,-50.321259966,-50.3642738648,-50.2932509156,-50.5353291367,-50.5003178238,-50.4693078037,-50.2542383098,-50.5003178238,-50.4302951978,-50.2852483298,-50.3962842081,-50.3672748345,-50.356271279,-50.466306834,-50.2982525318,-50.4332961675,-50.435296814,-50.435296814,-50.2592399259,-50.4292948746,-50.1872166535,-50.4983171773,-50.4292948746,-50.4412987533,-50.3622732183,-50.3682751577,129.903163661,129.82917439,129.830174245,129.827174679,129.85917004,129.966154527,129.939158442,129.970153947,129.902163806,129.86516917,129.901163951,129.866169025,129.904163516,129.8311741,129.832173955,129.897164531,129.939158442,130.007148583,129.975153222,129.966154527,129.934159166,130.072139159,129.864169315,129.968154237,129.904163516,130.042143508,130.102134809,130.010148148,130.040143798,129.789180189,129.970153947,130.074138869,111.094,111.091,111.131,111.132,111.114,111.123,111.046,111.058,111.041,111.139,111.12,111.113,111.025,111.13,111.103,111.038,111.074,111.053,111.054,111.097,111.037,111.069,111.1,111.085,111.027,111.072,110.97,111.103,111.072,111.114,111.057,111.044
FLQS30AEGRWV,-50.6702423088,-50.6702423088,-50.7422483375,-50.7072454069,-50.7072454069,-50.7702506819,-50.5592330147,-50.5982362802,-50.5292305028,-50.7712507657,-50.7382480025,-50.7052452394,-50.4882270698,-50.7392480863,-50.6712423926,-50.5212298329,-50.636239462,-50.5672336846,-50.6012365314,-50.7072454069,-50.5302305865,-50.6352393783,-50.6692422251,-50.6352393783,-50.4902272373,-50.6712423926,-50.4192212924,-50.7372479188,-50.6692422251,-50.6752427275,-50.5992363639,-50.6022366151,129.983817678,129.912800841,129.908799892,129.875792067,129.90980013,130.018825978,129.990819338,130.052834041,129.981817204,129.946808904,129.981817204,129.945808667,129.989819101,129.911800604,129.912800841,129.982817441,130.018825978,130.085841867,130.054834516,130.016825504,130.016825504,130.120850167,129.946808904,130.051833804,129.956811275,130.123850879,130.156858704,130.089842816,130.11984993,129.841784004,130.052834041,130.128852064,111.416,111.427,111.455,111.447,111.442,111.45,111.373,111.379,111.363,111.461,111.443,111.436,111.346,111.454,111.427,111.36,111.398,111.362,111.38,111.426,111.358,111.383,111.422,111.393,111.352,111.396,111.295,111.426,111.396,111.439,111.379,111.369
FLQS309TGRWY,-50.5637991807,-50.5627998961,-50.6317505314,-50.5967755715,-50.5987741406,-50.6637276376,-50.4488814553,-50.4898521226,-50.4189029182,-50.6617290684,-50.6297519622,-50.5967755715,-50.3789315355,-50.6307512468,-50.5637991807,-50.4109086417,-50.5258263671,-50.4598735855,-50.4908514072,-50.6007727097,-50.4219007719,-50.5258263671,-50.5618006116,-50.5278249362,-50.3809301046,-50.560801327,-50.3419580064,-50.6287526777,-50.5598020424,-50.5667970344,-50.488852838,-50.4948485455,129.975985018,129.905985565,129.905985565,129.870985838,129.903985581,130.011984737,130.013984722,130.04498448,129.976985011,129.9399853,129.974985026,129.9399853,129.977985003,129.903985581,129.908985542,129.973985034,130.011984737,130.079984206,130.045984472,130.010984745,130.010984745,130.115983925,129.9399853,130.045984472,129.947985237,130.115983925,130.148983668,130.081984191,130.112983949,129.833986127,130.04498448,130.14998366,111.271,111.281,111.308,111.3,111.295,111.304,111.221,111.232,111.216,111.314,111.297,111.289,111.2,111.308,111.281,111.213,111.251,111.216,111.233,111.28,111.212,111.236,111.276,111.247,111.205,111.249,111.161,111.28,111.249,111.294,111.232,111.219
FLQS309QGRWV,-50.7084949929,-50.7074942529,-50.7765453108,-50.7415194119,-50.7415194119,-50.8095697298,-50.5934098964,-50.6354409751,-50.5663899172,-50.8065675099,-50.7735430909,-50.7415194119,-50.5243588385,-50.7745438308,-50.7074942529,-50.5603854774,-50.671467614,-50.606419516,-50.6344402351,-50.7425201518,-50.571393617,-50.6744698339,-50.7074942529,-50.6734690939,-50.5273610584,-50.7064935129,-50.4563085206,-50.7715416109,-50.7014898131,-50.7144994327,-50.6344402351,-50.639443935,129.892505048,129.820512527,129.818512735,129.785516163,129.818512735,129.958498192,129.89450484,129.959498088,129.889505359,129.852509203,129.891505152,129.853509099,129.890505256,129.820512527,129.820512527,129.886505671,129.927501412,129.995494348,129.96149788,129.92550162,129.924501724,130.029490816,129.853509099,129.959498088,129.862508164,130.031490608,130.062487388,129.99749414,130.02849092,129.747520111,129.96149788,130.066486972,111.304,111.314,111.341,111.332,111.328,111.333,111.26,111.266,111.25,111.347,111.329,111.323,111.234,111.34,111.315,111.248,111.284,111.25,111.265,111.312,111.247,111.27,111.309,111.281,111.239,111.282,111.182,111.312,111.281,111.328,111.265,111.252
FLQS309NGRWM,-50.3780082466,-50.3830062632,-50.5229507283,-50.4179923795,-50.4879646121,-50.5579368446,-50.2780479143,-50.3130340306,-50.243061798,-50.5579368446,-50.4529784958,-50.4129943629,-50.2040772685,-50.4529784958,-50.4529784958,-50.2390633848,-50.3430221303,-50.3170324439,-50.3830062632,-50.4549777024,-50.2420621947,-50.3490197502,-50.4189919828,-50.3490197502,-50.2080756818,-50.4149935695,-50.1680915489,-50.4509792891,-50.3830062632,-50.3880042798,-50.3130340306,-50.3520185602,129.942620978,129.905636455,129.905636455,129.870651096,129.905636455,130.010592532,129.975607173,130.045577892,129.975607173,129.940621814,129.975607173,129.903637292,129.981604663,129.905636455,129.905636455,129.97360801,129.975607173,130.081562832,130.045577892,129.97360801,129.978605918,130.117547773,129.943620559,130.048576637,129.948618468,130.080563251,130.153532714,130.019588768,130.11554861,129.840663645,130.045577892,130.120546518,111.127,111.135,111.188,111.153,111.175,111.186,111.084,111.087,111.071,111.196,111.151,111.146,111.055,111.161,111.161,111.069,111.109,111.083,111.114,111.152,111.07,111.09,111.143,111.1,111.061,111.121,111.016,111.144,111.103,111.146,111.087,111.091
FLQS308YGRWQ,-50.5314590303,-50.5294594474,-50.6024442227,-50.5654519393,-50.5684513136,-50.630438383,-50.3804905227,-50.4534752979,-50.349496988,-50.6294385916,-50.596445474,-50.5654519393,-50.3444980308,-50.6004446398,-50.5304592389,-50.3784909398,-50.4924671641,-50.4234815546,-50.4224817632,-50.5684513136,-50.3514965709,-50.4914673727,-50.5274598645,-50.4924671641,-50.3444980308,-50.5294594474,-50.2395199294,-50.5974452654,-50.5274598645,-50.5004654956,-50.4534752979,-50.4584742551,129.922366916,129.849356033,129.848355884,129.816351113,129.844355287,129.957372134,129.924367214,129.994377651,129.920366618,129.886361549,129.922366916,129.882360953,129.923367065,129.850356182,129.851356331,129.917366171,129.960372582,130.02838272,129.991377203,129.955371836,129.956371985,130.06038749,129.8853614,129.991377203,129.89636304,130.062387788,130.092392261,130.02838272,130.058387192,129.779345597,129.992377352,130.098393156,111.239,111.249,111.277,111.267,111.265,111.271,111.18,111.198,111.17,111.282,111.264,111.258,111.167,111.276,111.249,111.181,111.218,111.182,111.187,111.248,111.165,111.203,111.243,111.214,111.171,111.217,111.102,111.248,111.217,111.248,111.199,111.185
FLQS3084GRWM,-50.5242606325,-50.5182575123,-50.5902949547,-50.5892944347,-50.5902949547,-50.6553287568,-50.4402169497,-50.4502221501,-50.3781847077,-50.6533277168,-50.5872933946,-50.5902949547,-50.3371633863,-50.5882939146,-50.5182575123,-50.3711810674,-50.5192580323,-50.4162044689,-50.4442190299,-50.5912954747,-50.3801857477,-50.4852403512,-50.5562772736,-50.5212590724,-50.3411654664,-50.5552767535,-50.268127504,-50.5852923545,-50.5532757135,-50.5252611525,-50.4832393111,-50.4502221501,129.900297157,129.831299123,129.828299209,129.795300149,129.827299237,129.937296102,129.908296928,129.971295133,129.900297157,129.866298126,129.901297128,129.864298183,129.904297043,129.82929918,129.830299152,129.898297214,129.938296073,130.006294135,129.972295104,129.937296102,129.93629613,130.040293166,129.866298126,129.971295133,129.875297869,130.042293109,130.074292197,130.007294107,130.040293166,129.760301147,129.971295133,130.045293023,111.021,111.029,111.056,111.061,111.057,111.065,110.987,110.982,110.965,111.075,111.044,111.051,110.948,111.056,111.029,110.962,111.013,110.963,110.979,111.041,110.96,110.985,111.038,111.009,110.954,111.011,110.897,111.028,111.011,111.042,110.994,110.971
FLQS307KGRWV,-50.459724354,-50.4267166846,-50.5307408547,-50.4617248188,-50.4997336502,-50.5627482917,-50.3516992543,-50.3897080856,-50.2846836831,-50.5637485241,-50.5297406223,-50.4617248188,-50.2476750842,-50.5317410871,-50.4627250512,-50.2816829859,-50.4257164522,-50.3587008811,-50.3917085505,-50.4987334178,-50.3246929793,-50.4267166846,-50.4617248188,-50.4287171494,-50.2826832183,-50.459724354,-50.1736578862,-50.4917317909,-50.4587241216,-50.4677262132,-50.3897080856,-50.3927087829,129.921576146,129.848574698,129.850574738,129.813574004,129.847574678,129.95657684,129.95757686,129.990577514,129.920576126,129.882575372,129.919576106,129.883575392,129.920576126,129.848574698,129.850574738,129.912575967,129.95757686,130.027578248,129.991577534,129.95557682,129.95657684,130.061578922,129.884575412,129.990577514,129.89357559,130.061578922,130.093579556,130.027578248,130.059578882,129.812573984,129.990577514,130.095579596,111.128,111.126,111.165,111.144,111.154,111.162,111.081,111.091,111.061,111.173,111.155,111.134,111.047,111.166,111.139,111.061,111.109,111.073,111.091,111.138,111.071,111.094,111.134,111.105,111.064,111.107,110.992,111.124,111.107,111.147,111.091,111.076
FLQS3072GRWV,-50.6010807025,-50.6030797575,-50.6710476289,-50.6370636932,-50.6380632207,-50.7050315646,-50.4891336202,-50.5281151935,-50.454150157,-50.7380159727,-50.6710476289,-50.6330655831,-50.4171676388,-50.6720471564,-50.6390627483,-50.450152047,-50.5640981843,-50.4951307854,-50.527115666,-50.6380632207,-50.4571487396,-50.5660972393,-50.5990816475,-50.5660972393,-50.4231648039,-50.6370636932,-50.3491997674,-50.6670495188,-50.6010807025,-50.6080773951,-50.5281151935,-50.5301142486,129.934846941,129.896841428,129.896841428,129.85983606,129.894841138,130.00385695,129.975852888,130.038862028,129.934846941,129.93084636,129.966851583,129.898841718,129.937847376,129.895841283,129.896841428,129.972852453,129.970852163,130.071866815,130.006857386,129.969852018,129.971852308,130.107872038,129.899841863,130.00385695,129.941847956,130.107872038,130.14187697,130.042862608,130.104871603,129.827831418,130.037861883,130.110872473,111.253,111.259,111.285,111.278,111.273,111.282,111.204,111.209,111.197,111.306,111.275,111.271,111.182,111.286,111.273,111.189,111.233,111.192,111.214,111.262,111.192,111.214,111.257,111.229,111.184,111.241,111.126,111.262,111.228,111.271,111.209,111.199
FLQS305NGRWM,-50.7341281212,-50.7341281212,-50.8041076078,-50.7691178645,-50.7691178645,-50.8390973512,-50.6291588912,-50.6641486345,-50.5941691479,-50.8390973512,-50.8041076078,-50.7691178645,-50.5591794045,-50.7971096592,-50.7341281212,-50.5851717853,-50.7691178645,-50.6611495137,-50.6641486345,-50.7691178645,-50.5871711992,-50.6991383778,-50.7341281212,-50.6941398431,-50.5591794045,-50.7341281212,-50.4891999179,-50.8041076078,-50.8041076078,-50.737127242,-50.6641486345,-50.6611495137,129.91359173,129.843576321,129.843576321,129.808568617,129.843576321,129.948599435,129.91359173,129.98360714,129.91359173,129.808568617,129.91359173,129.878584026,129.91359173,129.848577422,129.843576321,129.916592391,129.948599435,130.025616385,129.98360714,129.948599435,129.920593271,130.053622549,129.878584026,129.990608681,129.878584026,130.053622549,130.088630253,130.018614844,130.053622549,129.782562893,129.98360714,130.06462497,111.347,111.357,111.384,111.376,111.37,111.382,111.306,111.309,111.293,111.402,111.373,111.365,111.28,111.38,111.357,111.289,111.355,111.302,111.309,111.355,111.289,111.312,111.352,111.32,111.285,111.326,111.227,111.358,111.352,111.367,111.309,111.296
FLQS305DGRWM,-50.4530078725,-50.4839980495,-50.5209863253,-50.4879967821,-50.4869970989,-50.5499771361,-50.3360449464,-50.4140202305,-50.3110528681,-50.5509768192,-50.5169875928,-50.4859974158,-50.2690661767,-50.5189869591,-50.4510085063,-50.3030554031,-50.4160195967,-50.3510401933,-50.3770319547,-50.4849977327,-50.3160512838,-50.418018963,-50.4530078725,-50.4500088231,-50.3020557199,-50.4470097737,-50.1970889913,-50.5129888603,-50.4500088231,-50.4620050207,-50.3810306872,-50.387028786,129.905895343,129.834895401,129.8358954,129.832895402,129.862895378,129.976895286,129.940895315,129.975895287,129.906895343,129.871895371,129.907895342,129.868895373,129.902895346,129.8358954,129.837895398,129.898895349,129.943895313,130.012895257,129.978895285,129.941895314,129.941895314,130.077895205,129.868895373,129.975895287,129.877895366,130.049895227,130.079895203,130.015895255,130.073895208,129.796895431,129.975895287,130.080895202,111.308,111.331,111.344,111.332,111.327,111.335,111.258,111.283,111.253,111.351,111.332,111.326,111.238,111.344,111.317,111.251,111.288,111.253,111.268,111.315,111.25,111.269,111.314,111.297,111.254,111.284,111.184,111.315,111.282,111.328,111.27,111.257
FLQS3057GRWM,-50.3921439928,-50.4251427774,-50.4961401625,-50.4611414515,-50.4261427406,-50.493140273,-50.2871478599,-50.3511455028,-50.252149149,-50.5281389839,-50.4591415252,-50.4271427037,-50.217150438,-50.4611414515,-50.4281426669,-50.2431494804,-50.3901440664,-50.2871478599,-50.3921439928,-50.4261427406,-50.252149149,-50.3531454292,-50.4231428511,-50.3541453923,-50.217150438,-50.4241428142,-50.1441531266,-50.4621414147,-50.3871441769,-50.399143735,-50.3221465709,-50.3191466814,129.982439796,129.91239645,129.91239645,129.878375396,129.908393973,130.020463327,129.967430508,130.053483762,129.967430508,129.949419361,129.982439796,129.984441035,129.967430508,129.911395831,129.914397688,129.973434223,130.019462708,130.072495527,130.037473854,130.01646085,130.002452181,130.122526489,129.948418742,130.052483143,129.932408834,130.123527108,130.145540731,130.072495527,130.118524012,129.8473562,130.037473854,130.131532062,111.182,111.205,111.233,111.224,111.207,111.216,111.145,111.156,111.131,111.24,111.208,111.196,111.118,111.219,111.206,111.127,111.176,111.129,111.175,111.191,111.126,111.147,111.2,111.158,111.123,111.174,111.063,111.196,111.16,111.205,111.148,111.132
FLQS3052GRWY,-50.1578359893,-50.1588351096,-50.2257761679,-50.1898078381,-50.1928051989,-50.258747137,-50.0489318795,-50.0829019688,-50.0119644293,-50.2547506559,-50.2227788071,-50.1928051989,-49.9769952197,-50.2247770477,-50.1578359893,-50.0039714671,-50.1198694189,-50.0499309997,-50.0898958107,-50.1978008003,-50.0129635496,-50.1208685392,-50.156836869,-50.1188702986,-49.9739978589,-50.156836869,-49.9040594397,-50.2257761679,-50.1558377488,-50.1518412677,-50.0829019688,-50.0849002093,130.03250787,129.959516566,129.962516209,129.926520497,129.960516447,130.0675037,130.074502866,130.105499173,130.03250787,129.997512039,130.035507512,129.993512516,130.072503105,129.961516328,129.96451597,130.040506917,130.070503343,130.140495004,130.102499531,130.068503581,130.069503462,130.169491549,129.994512396,130.10149965,130.041506798,130.176490715,130.207487023,130.137495361,130.172491192,129.894524309,130.104499293,130.218485712,110.977,110.988,111.013,111.005,111.001,111.01,110.929,110.937,110.921,111.019,111.001,110.996,110.902,111.013,110.987,110.916,110.957,110.92,110.94,110.987,110.916,110.942,110.982,110.952,110.905,110.955,110.853,110.987,110.955,110.995,110.937,110.921
FLQS304WGRWM,-52.2918812703,-52.2929102734,-52.3669984991,-52.32789638,-52.3320123925,-52.39683959,-52.1735459099,-52.2136770321,-52.143704819,-52.3988975962,-52.3608244803,-52.3289253831,-52.1148927312,-52.3628824865,-52.2949682797,-52.1334147876,-52.2538081543,-52.1797199287,-52.2198510509,-52.3309833894,-52.1426758158,-52.2486631386,-52.2908522671,-52.2507211449,-52.1148927312,-52.2908522671,-52.0315434773,-52.3597954771,-52.289823264,-52.2959972828,-52.2147060352,-52.2177930446,130.048598884,129.977582174,129.977582174,129.944574408,129.975581704,130.085607592,130.056600767,130.121616064,130.05159959,130.013590647,130.050599355,130.013590647,130.05159959,129.97858241,129.979582645,130.05159959,130.086607827,130.156624301,130.118615358,130.083607121,130.086607827,130.191632538,130.014590882,130.121616064,130.016591353,130.189632067,130.22564054,130.158624772,130.188631832,129.910566406,130.119615593,130.195633479,111.4,111.411,111.438,111.429,111.426,111.433,111.354,111.36,111.344,111.445,111.425,111.419,111.333,111.437,111.411,111.34,111.38,111.342,111.362,111.409,111.339,111.362,111.404,111.373,111.338,111.378,111.277,111.408,111.378,111.422,111.36,111.35
FLQS3047GRWM,-50.5119887482,-50.5099872429,-50.5810406803,-50.5460143379,-50.5470150906,-50.6150662701,-50.4019059578,-50.442936816,-50.3718833786,-50.6120640122,-50.6140655175,-50.5490165959,-50.3338547783,-50.5790391751,-50.5109879955,-50.3648781101,-50.4749609005,-50.4469398266,-50.4379330528,-50.5480158432,-50.4099119789,-50.4799646637,-50.5149910061,-50.4799646637,-50.3358562836,-50.5129895008,-50.2648028461,-50.5780384224,-50.5129895008,-50.5189940167,-50.4399345581,-50.4449383213,130.015201324,129.946209707,129.94420995,129.907214446,129.94420995,130.049197193,130.0581961,130.085192819,130.015201324,129.977205941,130.014201446,130.010201932,130.061195735,129.943210072,129.947209586,130.024200231,130.05119695,130.121188445,130.088192455,130.050197072,130.054196586,130.155184314,129.979205698,130.084192941,130.026199988,130.153184557,130.193179697,130.122188324,130.157184071,129.913213717,130.084192941,130.19817909,111.304,111.313,111.341,111.333,111.328,111.338,111.255,111.267,111.25,111.348,111.343,111.319,111.229,111.34,111.313,111.246,111.284,111.263,111.264,111.313,111.259,111.271,111.31,111.281,111.235,111.284,111.183,111.313,111.283,111.322,111.266,111.251
FLQS303BGRWM,-50.316253353,-50.315253328,-50.3842550468,-50.3532542746,-50.3512542248,-50.4122557443,-50.1692496912,-50.2452515843,-50.1752498406,-50.4122557443,-50.3462541003,-50.3512542248,-50.0962478727,-50.3842550468,-50.3202534526,-50.1672496413,-50.2792524313,-50.1812499901,-50.2092506876,-50.3172533779,-50.1782499154,-50.249251684,-50.316253353,-50.2482516591,-50.1332487944,-50.3112532284,-50.0282461788,-50.3762548476,-50.2782524064,-50.3262536021,-50.2422515096,-50.2482516591,129.885826963,129.811850982,129.812850657,129.811850982,129.810851307,129.920815602,129.9168169,129.953804891,129.883827612,129.847839297,129.883827612,129.844840271,129.878829235,129.847839297,129.847839297,129.876829884,129.922814953,130.022782494,129.95180554,129.919815927,129.922814953,130.022782494,129.845839946,129.952805215,129.854837025,130.02578152,130.056771458,129.991792556,130.017784117,129.780861044,129.95180554,130.061769835,111.093,111.103,111.13,111.118,111.117,111.124,111.032,111.056,111.039,111.135,111.105,111.112,111.009,111.124,111.1,111.037,111.073,111.021,111.042,111.088,111.034,111.047,111.099,111.056,111.027,111.07,110.957,111.1,111.059,111.112,111.055,111.041
FLQS3024GRWM,-50.3877074339,-50.3887073288,-50.4527006072,-50.422703758,-50.421703863,-50.4876969313,-50.2777189867,-50.3197145756,-50.2477221375,-50.4826974564,-50.4567001871,-50.4247035479,-50.2037267586,-50.4557002921,-50.3857076439,-50.2417227676,-50.3497114249,-50.2857181465,-50.3117154158,-50.4916965112,-50.2447224526,-50.3937068037,-50.3847077489,-50.3927069087,-50.2027268636,-50.3867075389,-50.1757296993,-50.4557002921,-50.3907071188,-50.3877074339,-50.3187146807,-50.3867075389,130.104592241,130.033589735,130.03458977,130.030589629,130.033589735,130.177594818,130.153593971,130.209595948,130.141593547,130.068590971,130.137593406,130.0665909,130.153593971,130.030589629,130.038589912,130.155594041,130.101592135,130.243597148,130.179594889,130.054590476,130.178594853,130.242597112,130.068590971,130.172594642,130.119592771,130.244597183,130.28359856,130.208595912,130.28559863,130.007588817,130.208595912,130.229596653,111.305,111.316,111.34,111.329,111.328,111.332,111.255,111.263,111.245,111.346,111.326,111.324,111.227,111.342,111.314,111.241,111.29,111.245,111.264,111.352,111.239,111.286,111.309,111.296,111.232,111.284,111.197,111.315,111.279,111.319,111.263,111.286
FLQS301GGRWM,-50.6482068619,-50.6452086256,-50.7201645338,-50.6811874615,-50.722163358,-50.7841269087,-50.5322750573,-50.5712521295,-50.5012932819,-50.7831274966,-50.7151674732,-50.6811874615,-50.4623162096,-50.7161668853,-50.6502056861,-50.4942973971,-50.6092297897,-50.5782480143,-50.5762491901,-50.6861845221,-50.5062903424,-50.6092297897,-50.6432098014,-50.6452086256,-50.4643150339,-50.6472074498,-50.3913579499,-50.713168649,-50.6821868736,-50.6512050982,-50.5692533053,-50.5742503658,129.899770315,129.826775501,129.828775359,129.794777775,129.825775573,129.936767686,129.903770031,129.9717652,129.898770386,129.865772731,129.900770244,129.858773228,129.901770173,129.828775359,129.828775359,129.895770599,129.938767544,130.006762713,129.970765271,129.93276797,129.934767828,130.038760439,129.861773015,129.969765342,129.872772233,130.040760297,130.072758024,130.007762642,130.035760653,129.760780191,129.9717652,130.045759942,111.129,111.139,111.167,111.158,111.169,111.176,111.084,111.089,111.073,111.186,111.155,111.148,111.058,111.166,111.141,111.071,111.109,111.086,111.091,111.139,111.069,111.094,111.133,111.118,111.063,111.108,111.005,111.138,111.122,111.151,111.088,111.079
FLQS301EGRWQ,-50.3942303882,-50.3942303882,-50.4662392909,-50.4292347159,-50.4312349632,-50.4952428767,-50.2822165396,-50.3252218565,-50.2172085025,-50.4952428767,-50.4242340977,-50.4312349632,-50.2122078843,-50.4622387963,-50.3962306355,-50.2092075133,-50.3592260605,-50.2952181471,-50.2872171579,-50.4342353342,-50.2582135721,-50.3622264315,-50.3972307592,-50.3622264315,-50.2162083788,-50.3952305119,-50.1451995998,-50.4612386727,-50.3932302646,-50.3662269261,-50.3242217329,-50.3272221038,129.975161533,129.905149057,129.904148879,129.870142819,129.902148522,130.011167949,129.981162602,130.044173831,129.972160998,129.940155295,129.976161711,129.936154582,129.977161889,129.905149057,129.906149235,129.969160464,130.012168128,130.079180069,130.044173831,130.009167593,130.008167415,130.112185951,129.93715476,130.042173475,129.948156721,130.116186664,130.147192189,130.081180426,130.111185772,129.831135868,130.045174009,130.120187377,111.332,111.342,111.37,111.361,111.357,111.365,111.288,111.295,111.264,111.375,111.343,111.352,111.261,111.368,111.342,111.262,111.313,111.278,111.28,111.342,111.275,111.299,111.338,111.309,111.267,111.311,111.211,111.342,111.311,111.342,111.294,111.284
