,Distance_X_LOGO_Camera_LD1,Distance_X_LOGO_Camera_LD2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_LD1,Distance_Y_LOGO_Camera_LD2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_LD1,Angle_Camera_LD2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-55.7752567764,-55.8853066104,-55.7052250638,-55.847289395,-55.8813047982,-55.8773029861,-55.7732558703,-55.8132739918,-55.7792585885,-55.7782581355,-55.7392404671,-55.847289395,-55.7792585885,-55.8432875829,-55.7792585885,-55.708226423,-55.7792585885,-55.7792585885,-55.7452431853,-55.708226423,-55.7742563233,-55.7422418262,-55.7392404671,-55.7432422792,-55.8132739918,-55.6762119258,-55.6401956165,-55.7392404671,-55.6602046772,-55.7732558703,-55.7412413731,-55.7732558703,141.170522669,141.233526472,141.090517839,141.162522186,141.127520073,141.131520314,141.20152454,141.127520073,141.235526593,141.20152454,141.234526533,141.237526714,141.235526593,141.19952442,141.235526593,141.235526593,141.235526593,141.235526593,141.233526472,141.166522427,141.270528706,141.269528646,141.234526533,141.337532751,141.233526472,141.270528706,141.132520374,141.234526533,141.169522608,141.235526593,141.233526472,141.235526593,111.525,111.554,111.511,111.551,111.568,111.566,111.519,111.544,111.517,111.521,111.503,111.54,111.517,111.544,111.517,111.492,111.517,111.517,111.505,111.501,111.51,111.499,111.503,111.49,111.529,111.476,111.482,111.503,111.484,111.515,111.504,111.515
FLQS300LGRWM,-55.8436147171,-55.950650396,-55.8096033799,-55.8726243871,-55.9166390588,-55.9106370581,-55.8026010457,-55.8786263878,-55.8486163843,-55.8506170512,-55.807602713,-55.8716240536,-55.8446150505,-55.874625054,-55.8486163843,-55.7755920427,-55.8486163843,-55.8486163843,-55.8096033799,-55.7305770375,-55.7975993785,-55.8116040468,-55.807602713,-55.8086030464,-55.8396133833,-55.6885630327,-55.7065690348,-55.807602713,-55.7335780379,-55.8326110492,-55.8106037133,-55.8326110492,141.145494397,141.180496503,141.042488198,141.152494818,141.10949223,141.198497587,141.172496022,141.072490003,141.21649867,141.177496323,141.178496383,141.210498309,141.182496624,141.184496744,141.21649867,141.21649867,141.21649867,141.21649867,141.182496624,141.10849217,141.206498068,141.211498369,141.178496383,141.279502462,141.21549861,141.179496443,141.081490545,141.178496383,141.197497526,141.173496082,141.21549861,141.173496082,111.386,111.419,111.389,111.395,111.417,111.402,111.368,111.408,111.378,111.384,111.369,111.387,111.381,111.392,111.378,111.352,111.378,111.378,111.369,111.351,111.362,111.366,111.369,111.355,111.375,111.327,111.347,111.369,111.34,111.378,111.365,111.378
FLQS3009GRWQ,-55.9928288241,-56.0978472587,-55.9658240838,-56.0688421673,-56.0928463809,-56.1338535792,-55.9968295264,-56.0388369002,-56.0008302286,-55.9918286485,-55.9638237326,-56.0668418161,-55.9998300531,-56.0538395338,-56.0008302286,-55.9248168855,-56.0008302286,-56.0008302286,-55.9588228548,-55.9238167099,-56.0288351446,-55.9588228548,-55.9638237326,-55.9608232059,-56.0358363735,-55.8908109162,-55.8608056491,-55.9638237326,-55.8808091605,-56.0008302286,-55.9608232059,-56.0008302286,141.107415197,141.141410238,141.032426136,141.108415051,141.036425553,141.073420156,141.135411113,141.068420886,141.175405279,141.108415051,141.171405862,141.210400174,141.175405279,141.114414176,141.175405279,141.147409363,141.175405279,141.175405279,141.146409509,141.076419719,141.180404549,141.178404841,141.171405862,141.24339536,141.174405424,141.184403966,141.072420302,141.171405862,141.116413884,141.167406445,141.178404841,141.167406445,111.736,111.768,111.737,111.762,111.781,111.79,111.733,111.757,111.729,111.735,111.717,111.747,111.729,111.756,111.729,111.706,111.729,111.729,111.719,111.716,111.738,111.714,111.717,111.706,111.742,111.689,111.694,111.717,111.695,111.73,111.714,111.73
FLQS2F0LGRX5,-55.8240599017,-55.9240510531,-55.7850633527,-55.8910539731,-55.9290506107,-55.9270507876,-55.8220600787,-55.8610566277,-55.8250598132,-55.8250598132,-55.7810637066,-55.8950536192,-55.8220600787,-55.8920538846,-55.8250598132,-55.7520662727,-55.8250598132,-55.8250598132,-55.7870631757,-55.7530661842,-55.8200602557,-55.7850633527,-55.7810637066,-55.7880630872,-55.8590568047,-55.7130697237,-55.6740731746,-55.7810637066,-55.7130697237,-55.8230599902,-55.7890629987,-55.8230599902,141.220089676,141.226088575,141.086114257,141.159100866,141.150102516,141.188095546,141.221089492,141.150102516,141.258082705,141.224088942,141.226088575,141.290076835,141.229088025,141.222089309,141.258082705,141.230087841,141.258082705,141.258082705,141.228088208,141.189095362,141.256083072,141.257082888,141.226088575,141.358064361,141.258082705,141.263081788,141.122107653,141.226088575,141.227088392,141.258082705,141.254083439,141.258082705,111.699,111.733,111.704,111.731,111.746,111.74,111.698,111.722,111.694,111.699,111.683,111.714,111.697,111.723,111.694,111.673,111.694,111.694,111.685,111.678,111.693,111.68,111.683,111.667,111.706,111.654,111.66,111.683,111.659,111.694,111.682,111.694
FLQS2EQUGRX5,-55.6747302679,-55.7748196706,-55.6356954009,-55.7467946379,-55.7828268229,-55.7798241408,-55.6727284799,-55.713765135,-55.676732056,-55.67773295,-55.639698977,-55.7838277169,-55.6757311619,-55.7437919558,-55.676732056,-55.6006641099,-55.676732056,-55.676732056,-55.640699871,-55.604667686,-55.6727284799,-55.6376971889,-55.639698977,-55.641700765,-55.7107624529,-55.5706372891,-55.5356059981,-55.639698977,-55.5556238787,-55.6727284799,-55.641700765,-55.6727284799,141.119518968,141.124516259,140.985591551,141.084537926,141.047557968,141.085537384,141.123516801,141.049556884,141.157498384,141.122517343,141.154500009,141.166493509,141.156498926,141.121517884,141.157498384,141.127514634,141.157498384,141.157498384,141.154500009,141.086536843,141.150502176,141.152501093,141.154500009,141.258443676,141.157498384,141.191479968,141.052555259,141.154500009,141.096531426,141.154500009,141.150502176,141.154500009,111.376,111.41,111.381,111.406,111.424,111.417,111.375,111.399,111.371,111.376,111.359,111.407,111.371,111.4,111.371,111.349,111.371,111.371,111.359,111.356,111.371,111.358,111.359,111.345,111.383,111.329,111.336,111.359,111.337,111.37,111.36,111.37
FLQS2DERGRX5,-55.7127918418,-55.8177989886,-55.7187922502,-55.7817965383,-55.8117985802,-55.808798376,-55.7077915015,-55.7387936115,-55.7127918418,-55.7197923182,-55.7137919098,-55.7827966063,-55.7567948366,-55.7857968105,-55.7127918418,-55.6437871453,-55.7127918418,-55.7127918418,-55.6787895276,-55.6407869411,-55.7177921821,-55.6767893914,-55.7137919098,-55.6787895276,-55.7487942921,-55.6077846949,-55.5767825849,-55.7137919098,-55.6127850353,-55.7187922502,-55.715792046,-55.7187922502,141.205548551,141.203548855,141.067569513,141.141558273,141.094565412,141.129560095,141.170553868,141.09556526,141.204548703,141.198549615,141.235543995,141.238543539,141.210547792,141.207548248,141.204548703,141.238543539,141.204548703,141.204548703,141.240543235,141.134559336,141.263539742,141.235543995,141.235543995,141.304533514,141.203548855,141.247542172,141.142558121,141.235543995,141.208548096,141.226545362,141.24354278,141.226545362,111.641,111.678,111.662,111.674,111.691,111.685,111.644,111.666,111.641,111.645,111.637,111.661,111.656,111.667,111.641,111.612,111.641,111.641,111.624,111.626,111.635,111.624,111.637,111.616,111.654,111.599,111.602,111.637,111.606,111.64,111.637,111.64
FLQS2CKUGRX5,-55.7838171059,-55.8907075346,-55.7918089136,-55.8527464478,-55.8817167509,-55.8957024144,-55.7778232501,-55.8187812648,-55.7828181299,-55.8267730726,-55.7448570431,-55.8527464478,-55.7828181299,-55.8537454237,-55.7828181299,-55.7528488508,-55.7828181299,-55.7828181299,-55.747853971,-55.7558457787,-55.779821202,-55.746854995,-55.7448570431,-55.7868140338,-55.8187812648,-55.6789246291,-55.6469573981,-55.7448570431,-55.6739297492,-55.779821202,-55.7818191539,-55.779821202,141.147022759,141.182017558,141.045037916,141.122026474,141.076033309,141.150022313,141.15502157,141.075033458,141.186016963,141.187016815,141.18401726,141.220011911,141.186016963,141.192016072,141.186016963,141.190016369,141.186016963,141.186016963,141.189016517,141.153021867,141.216012505,141.21901206,141.18401726,141.285002252,141.185017112,141.227010871,141.078033012,141.18401726,141.157021273,141.175018598,141.195015626,141.175018598,111.745,111.777,111.761,111.772,111.789,111.783,111.741,111.767,111.739,111.754,111.726,111.759,111.739,111.763,111.739,111.728,111.739,111.739,111.726,111.734,111.734,111.722,111.726,111.726,111.752,111.697,111.706,111.726,111.704,111.739,111.737,111.739
FLQS2C9EGRX5,-55.9421100575,-56.0500755308,-55.9091206073,-56.0110879988,-56.054074252,-56.0520748914,-55.9441094181,-55.9800979092,-55.9451090984,-55.9461087787,-55.9091206073,-56.0110879988,-55.9441094181,-56.0120876791,-55.9451090984,-55.8731321162,-55.9451090984,-55.9451090984,-55.908120927,-55.8731321162,-55.947108459,-55.908120927,-55.9091206073,-55.9091206073,-55.9780985486,-55.8421420266,-55.8121516174,-55.9091206073,-55.8321452236,-55.9481081393,-55.908120927,-55.9481081393,141.08308008,141.114069115,140.971119695,141.053090691,141.041094935,141.073083617,141.11007053,141.044093874,141.119067346,141.080081141,141.113069468,141.150056381,141.1180677,141.117068054,141.119067346,141.120066992,141.119067346,141.119067346,141.122066285,141.044093874,141.176047185,141.181045416,141.113069468,141.216033036,141.120066992,141.160052844,141.0101059,141.113069468,141.082080433,141.137060979,141.15305532,141.137060979,111.642,111.675,111.646,111.67,111.687,111.682,111.639,111.661,111.638,111.644,111.626,111.657,111.638,111.662,111.638,111.613,111.638,111.638,111.625,111.623,111.631,111.616,111.626,111.612,111.649,111.596,111.607,111.626,111.604,111.637,111.62,111.637
FLQS2C6NGRX5,-56.169712186,-56.2748201803,-56.1356772164,-56.2407852107,-56.2768222374,-56.2748201803,-56.1687111575,-56.2067502411,-56.1727152715,-56.1737163,-56.1346761879,-56.2407852107,-56.171714243,-56.2397841822,-56.1727152715,-56.0996401897,-56.1727152715,-56.1727152715,-56.1356772164,-56.0986391612,-56.1687111575,-56.1356772164,-56.1346761879,-56.1366782449,-56.2087522982,-56.0676072772,-56.032571279,-56.1346761879,-56.0666062487,-56.1677101289,-56.1336751593,-56.1677101289,141.195352579,141.195352579,141.05431327,141.121331949,141.086322191,141.121331949,141.154341149,141.083321355,141.190351185,141.155341427,141.189350906,141.265372094,141.193352021,141.156341706,141.190351185,141.1943523,141.190351185,141.190351185,141.191351464,141.125333064,141.222360106,141.223360385,141.189350906,141.296380737,141.191351464,141.229362058,141.088322749,141.189350906,141.157341985,141.187350349,141.192351743,141.187350349,111.686,111.723,111.694,111.721,111.739,111.733,111.691,111.715,111.688,111.693,111.675,111.701,111.687,111.716,111.688,111.662,111.688,111.688,111.675,111.671,111.682,111.67,111.675,111.66,111.7,111.646,111.653,111.675,111.655,111.687,111.674,111.687
FLQS2BJ4GRX5,-56.0295457179,-56.132614785,-55.9995256012,-56.1336154556,-56.168638925,-56.1666375839,-56.0275443768,-56.1065973506,-56.0665705284,-56.0305463884,-56.0305463884,-56.0995926567,-56.0705732106,-56.0985919862,-56.0665705284,-55.959498779,-56.0665705284,-56.0665705284,-56.0365504118,-55.959498779,-56.0285450473,-55.9965235896,-56.0305463884,-55.995522919,-56.0645691873,-55.9274773213,-55.8934545224,-56.0305463884,-55.9604994496,-56.0395524234,-55.9915202368,-56.0395524234,141.092365755,141.094365775,140.987364739,141.032365174,140.993364797,141.027365126,141.065365494,141.031365165,141.102365852,141.062365465,141.103365862,141.129366113,141.101365842,141.064365484,141.102365852,141.097365804,141.102365852,141.102365852,141.102365852,141.024365097,141.134366162,141.130366123,141.103365862,141.196366762,141.099365823,141.132366142,140.98536472,141.103365862,141.068365523,141.121366036,141.096365794,141.121366036,111.562,111.598,111.566,111.606,111.624,111.619,111.565,111.597,111.573,111.566,111.56,111.581,111.575,111.59,111.573,111.536,111.573,111.573,111.563,111.547,111.556,111.545,111.56,111.535,111.573,111.52,111.529,111.56,111.541,111.561,111.548,111.561
FLQS224TGRWM,-58.9740907582,-59.0865765458,-58.9330912656,-59.0487308603,-59.0739613173,-59.1191658861,-58.9309887275,-59.0129877128,-58.9761932963,-58.9825009106,-58.9362450727,-59.0497821293,-58.9772445654,-59.0455770531,-58.9761932963,-58.9015531943,-58.9761932963,-58.9761932963,-58.9393988798,-58.89524558,-58.9709369511,-58.9383476108,-58.9362450727,-58.9393988798,-59.0056288295,-58.8658100468,-58.8290156303,-58.9362450727,-58.8573998945,-58.9709369511,-58.9351938037,-58.9709369511,141.235452753,141.268449354,141.098466862,141.196456769,141.131463464,141.202456151,141.230453268,141.15946058,141.269449251,141.263449869,141.267449457,141.301445955,141.268449354,141.234452856,141.269449251,141.269449251,141.269449251,141.269449251,141.267449457,141.168459653,141.300446058,141.300446058,141.267449457,141.370438849,141.239452341,141.301445955,141.165459962,141.267449457,141.235452753,141.264449766,141.263449869,141.264449766,111.767,111.8,111.772,111.797,111.815,111.82,111.753,111.791,111.763,111.766,111.75,111.783,111.763,111.791,111.763,111.738,111.763,111.763,111.751,111.75,111.757,111.746,111.75,111.736,111.777,111.722,111.728,111.75,111.728,111.762,111.75,111.762
FLQS224LGRWM,-55.7913635886,-55.8561735007,-55.7514805658,-55.8192817046,-55.8870828434,-55.8471998206,-55.7803957573,-55.7863782108,-55.7504834902,-55.7853811352,-55.748489339,-55.8142963267,-55.7873752863,-55.818284629,-55.7504834902,-55.7165829208,-55.7504834902,-55.7504834902,-55.7524776413,-55.7145887696,-55.7464951879,-55.7514805658,-55.748489339,-55.7534747169,-55.7853811352,-55.6826823513,-55.6457905552,-55.748489339,-55.6348227239,-55.7474922635,-55.7514805658,-55.7474922635,141.133582633,141.165575512,141.001612011,141.101589755,141.033604889,141.063598212,141.0995902,141.05659977,141.206566387,141.104589088,141.138581521,141.168574844,141.144580185,141.133582633,141.206566387,141.144580185,141.206566387,141.206566387,141.143580408,141.072596209,141.195568835,141.168574844,141.138581521,141.24455793,141.168574844,141.180572173,141.039603554,141.138581521,141.102589533,141.156577515,141.164575734,141.156577515,111.634,111.652,111.638,111.648,111.681,111.663,111.634,111.643,111.609,111.636,111.618,111.637,111.631,111.643,111.609,111.606,111.609,111.609,111.619,111.615,111.609,111.615,111.618,111.605,111.627,111.589,111.595,111.618,111.583,111.615,111.615,111.615
FLQS200ZGRX8,-55.5612316501,-55.6282608833,-55.5282172517,-55.6292613196,-55.6722800811,-55.662275718,-55.5202137612,-55.5962469212,-55.5622320864,-55.5612316501,-55.5252159428,-55.6312621922,-55.5632325228,-55.6262600106,-55.5622320864,-55.4922015444,-55.5622320864,-55.5622320864,-55.5282172517,-55.494202417,-55.5642329591,-55.5262163791,-55.5252159428,-55.5272168154,-55.5952464848,-55.4601875823,-55.3871557312,-55.5252159428,-55.4511836554,-55.5662338317,-55.5262163791,-55.5662338317,141.291297744,141.319304543,141.184271764,141.255289003,141.251288032,141.253288518,141.289297259,141.216279534,141.325306,141.290297502,141.351312313,141.357313769,141.326306243,141.290297502,141.325306,141.326306243,141.325306,141.325306,141.325306,141.287296773,141.381319597,141.358314012,141.351312313,141.396323239,141.326306243,141.364315469,141.213278806,141.351312313,141.290297502,141.346311099,141.322305271,141.346311099,111.566,111.586,111.569,111.595,111.611,111.607,111.552,111.589,111.562,111.566,111.546,111.582,111.562,111.589,111.562,111.537,111.562,111.562,111.55,111.543,111.555,111.545,111.546,111.54,111.574,111.521,111.516,111.546,111.528,111.561,111.55,111.561
FLNS2037GRWV,-55.2648242124,-55.3818132558,-55.2348270217,-55.3828131622,-55.3888126003,-55.3868127876,-55.3138196237,-55.3508161589,-55.3158194365,-55.3148195301,-55.2768230886,-55.3418170017,-55.3168193428,-55.339817189,-55.3158194365,-55.2428262726,-55.3158194365,-55.3158194365,-55.2368268344,-55.2408264599,-55.2768230886,-55.2398265535,-55.2768230886,-55.2818226204,-55.3498162525,-55.167833296,-55.1308367609,-55.2768230886,-55.1738327341,-55.3058203729,-55.2718235569,-55.3058203729,141.219782293,141.324762803,141.158793616,141.228780622,141.218782479,141.253775982,141.253775982,141.186788418,141.296768,141.260774683,141.292768743,141.327762246,141.300767258,141.262774311,141.296768,141.302766887,141.296768,141.296768,141.295768186,141.235779323,141.351757791,141.323762989,141.292768743,141.401748511,141.298767629,141.333761133,141.195786748,141.292768743,141.291768928,141.290769114,141.258775054,141.290769114,111.252,111.279,111.25,111.293,111.296,111.291,111.265,111.287,111.259,111.264,111.246,111.264,111.259,111.273,111.259,111.233,111.259,111.259,111.232,111.242,111.238,111.229,111.246,111.233,111.271,111.203,111.208,111.246,111.21,111.257,111.249,111.257
