,Distance_X_LOGO_Camera_RU1,Distance_X_LOGO_Camera_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_RU1,Distance_Y_LOGO_Camera_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_RU1,Angle_Camera_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-62.8433143053,-63.016389531,-63.0874204039,-62.9093430041,-62.9103434389,-62.9543625715,-62.8403130008,-62.8823312637,-62.7082556032,-62.7052542987,-62.7022529942,-62.7672812582,-62.5551890742,-62.5982077719,-62.6722399493,-62.5952064674,-62.5892038584,-62.6302216864,-62.5842016842,-62.6652369055,-62.6322225561,-62.6352238606,-62.6992516897,-62.5631925528,-62.5962069022,-62.7352673436,-62.6322225561,-62.5952064674,-62.7342669088,-62.5952064674,-62.6342234258,-62.6322225561,143.16480922,143.381821057,143.451824876,143.486826785,143.416822967,143.486826785,143.52082864,143.592832567,143.518828531,143.413822803,143.488826894,143.312817293,143.338818712,143.304816857,143.412822748,143.234813038,143.304816857,143.445824548,143.439824221,143.48582673,143.521828694,143.447824658,143.345819093,143.483826621,143.450824821,143.450824821,143.556830604,143.52082864,143.242813475,143.48582673,143.34281893,143.48582673,113.665,113.691,113.704,113.64,113.65,113.655,113.612,113.615,113.567,113.582,113.57,113.618,113.543,113.562,113.571,113.571,113.559,113.552,113.537,113.558,113.542,113.554,113.59,113.524,113.54,113.587,113.537,113.53,113.617,113.535,113.569,113.547
FLQS300LGRWM,-62.8938332715,-63.0668905959,-63.1049031874,-62.9598551409,-62.9598551409,-62.9988680638,-62.8878312834,-62.9168408927,-62.7587885386,-62.7587885386,-62.7577882073,-62.8178080886,-62.6127401608,-62.6507527523,-62.7497855564,-62.6487520896,-62.6477517582,-62.6817630243,-62.6477517582,-62.7107726336,-62.6797623616,-62.6817630243,-62.7497855564,-62.6467514269,-62.6427501015,-62.7517862191,-62.6787620302,-62.6417497701,-62.7837968225,-62.6107394981,-62.6827633557,-62.6767613675,143.107371046,143.322385125,143.391389644,143.427392001,143.357387417,143.391389644,143.462394294,143.464394425,143.461394228,143.356387352,143.429392132,143.252380541,143.279382309,143.245380083,143.357387417,143.175375499,143.244380017,143.385389251,143.38338912,143.427392001,143.464394425,143.389389513,143.285382702,143.428392067,143.392389709,143.390389578,143.499396717,143.463394359,143.183376023,143.424391805,143.283382571,143.428392067,113.525,113.551,113.554,113.5,113.51,113.518,113.47,113.48,113.427,113.443,113.432,113.478,113.405,113.423,113.439,113.432,113.422,113.413,113.401,113.416,113.4,113.412,113.45,113.395,113.399,113.435,113.395,113.388,113.477,113.383,113.428,113.405
FLQS3009GRWQ,-63.1052247623,-63.2852567853,-63.3552692387,-63.1712365041,-63.172236682,-63.2172446877,-63.1002238728,-63.1332297437,-63.0022064381,-63.003206616,-62.9722011009,-63.0302114194,-62.8251749488,-62.8931870464,-62.9301936289,-62.8601811755,-62.8601811755,-62.8941872243,-62.8251749488,-62.9251927394,-62.8921868685,-62.8941872243,-62.961199144,-62.8601811755,-62.8561804639,-62.9952051927,-62.8921868685,-62.855180286,-62.9962053707,-62.8561804639,-62.8931870464,-62.8591809976,143.052293249,143.308247253,143.375235215,143.373235575,143.302248331,143.374235395,143.408229286,143.444222818,143.409229107,143.303248152,143.378234676,143.198267017,143.225262166,143.194267736,143.301248511,143.121280852,143.190268454,143.332242941,143.32724384,143.373235575,143.410228927,143.335242402,143.231261088,143.375235215,143.338241863,143.337242043,143.445222639,143.408229286,143.129279414,143.370236114,143.229261447,143.371235934,113.895,113.917,113.931,113.87,113.88,113.885,113.841,113.846,113.808,113.823,113.802,113.848,113.775,113.803,113.799,113.802,113.792,113.783,113.76,113.787,113.771,113.782,113.82,113.765,113.769,113.816,113.765,113.759,113.847,113.764,113.798,113.765
FLQS2F0LGRX5,-62.9223062607,-63.0672931411,-63.1372868074,-62.9553032748,-62.9563031844,-62.9992992937,-62.8853096085,-62.9183066226,-62.7833188374,-62.784318747,-62.7533215518,-62.8143160325,-62.6403317761,-62.6773284283,-62.7463221852,-62.6773284283,-62.6753286093,-62.709325533,-62.6413316856,-62.7083256235,-62.6773284283,-62.7103254425,-62.7473220947,-62.6413316856,-62.6383319571,-62.7773193803,-62.6773284283,-62.6383319571,-62.7803191089,-62.6383319571,-62.711325352,-62.6733287903,143.19292687,143.446869991,143.511855435,143.511855435,143.440871334,143.510855659,143.546847597,143.582839535,143.546847597,143.44187111,143.511855435,143.334895071,143.363888577,143.332895519,143.44187111,143.261911419,143.328896415,143.470864616,143.46486596,143.511855435,143.547847373,143.475863496,143.369887234,143.511855435,143.476863273,143.477863049,143.581839759,143.547847373,143.266910299,143.509855883,143.369887234,143.511855435,113.851,113.862,113.876,113.815,113.826,113.83,113.787,113.793,113.753,113.768,113.747,113.794,113.732,113.748,113.755,113.759,113.748,113.739,113.717,113.732,113.717,113.738,113.766,113.71,113.714,113.761,113.712,113.704,113.793,113.709,113.754,113.721
FLQS2EQUGRX5,-62.784490503,-62.9266229146,-63.0026937828,-62.8195231396,-62.8215250046,-62.8645651011,-62.7474560013,-62.7894951653,-62.6383543614,-62.6393552939,-62.6053235897,-62.6803935254,-62.4962219498,-62.5412639112,-62.6093273196,-62.5372601813,-62.5312545865,-62.5702909531,-62.4942200849,-62.5803002778,-62.5382611138,-62.574294683,-62.6113291846,-62.4982238148,-62.5052303421,-62.6433590238,-62.5372601813,-62.5022275447,-62.6473627537,-62.5032284771,-62.5752956154,-62.5392620463,143.095552756,143.310436455,143.414380197,143.414380197,143.343418604,143.414380197,143.449361265,143.519323399,143.448361806,143.342419145,143.413380738,143.238475402,143.265460797,143.233478107,143.345417522,143.162516513,143.22948027,143.371403458,143.366406162,143.449361265,143.448361806,143.37939913,143.27245701,143.412381279,143.37939913,143.380398589,143.483342873,143.447362347,143.168513267,143.413380738,143.273456469,143.414380197,113.533,113.548,113.559,113.497,113.508,113.512,113.468,113.472,113.432,113.448,113.426,113.476,113.411,113.43,113.437,113.44,113.428,113.42,113.395,113.412,113.398,113.42,113.448,113.39,113.397,113.443,113.393,113.386,113.476,113.392,113.436,113.403
FLQS2DERGRX5,-62.8603238132,-63.0033290998,-63.0723316507,-62.900325292,-62.8953251071,-62.9393267338,-62.8213223714,-62.8613238502,-62.7263188593,-62.7273188963,-62.7013179351,-62.7583200423,-62.5833135727,-62.6153147557,-62.6813171957,-62.6153147557,-62.6163147927,-62.6493160127,-62.5833135727,-62.6463159018,-62.6183148666,-62.6453158648,-62.6843173066,-62.5853136467,-62.575313277,-62.7143184157,-62.6173148297,-62.5763133139,-62.7153184527,-62.5763133139,-62.6473159388,-62.6123146448,143.135506129,143.393467392,143.460457333,143.493452378,143.383468894,143.456457933,143.491452678,143.563441868,143.492452528,143.386468443,143.459457483,143.318478653,143.306480455,143.276484959,143.388468143,143.205495619,143.271485709,143.415464089,143.40946499,143.457457783,143.492452528,143.421463188,143.311479704,143.457457783,143.422463038,143.422463038,143.527447273,143.491452678,143.210494868,143.454458234,143.313479404,143.456457933,113.819,113.829,113.842,113.78,113.794,113.798,113.754,113.757,113.722,113.738,113.718,113.758,113.701,113.716,113.722,113.727,113.717,113.707,113.686,113.7,113.685,113.705,113.734,113.68,113.682,113.728,113.68,113.672,113.76,113.677,113.721,113.689
FLQS2CKUGRX5,-62.9179139832,-63.0577670881,-63.0957272166,-62.9518783087,-62.9528772594,-62.9948331909,-62.878954904,-62.906925525,-62.7800587798,-62.7800587798,-62.7480923559,-62.8110262531,-62.6372088227,-62.6741700004,-62.7391017991,-62.6721720989,-62.6711731482,-62.7051374737,-62.636209872,-62.7041385229,-62.6731710497,-62.7041385229,-62.7401007499,-62.6382077735,-62.636209872,-62.7740650754,-62.6731710497,-62.6352109212,-62.7770619276,-62.6352109212,-62.7061364244,-62.6691752467,143.118150843,143.333112018,143.400099919,143.436093418,143.366106059,143.439092876,143.471087098,143.474086556,143.473086737,143.367105878,143.438093057,143.26112502,143.289119964,143.256125923,143.367105878,143.187138383,143.254126284,143.395100822,143.391101544,143.436093418,143.472086917,143.401099738,143.29511888,143.437093237,143.402099558,143.402099558,143.507080597,143.471087098,143.19113766,143.435093599,143.29511888,143.437093237,113.912,113.927,113.93,113.877,113.888,113.891,113.847,113.856,113.814,113.829,113.808,113.855,113.793,113.81,113.816,113.82,113.81,113.8,113.778,113.794,113.778,113.799,113.827,113.772,113.776,113.822,113.773,113.765,113.854,113.771,113.815,113.782
FLQS2C9EGRX5,-63.0977904481,-63.2367459421,-63.3077232089,-63.1317795618,-63.1337789214,-63.1687677148,-63.0598026152,-63.092792049,-62.9658327128,-62.9658327128,-62.9328432789,-62.9898250283,-62.8178801004,-62.8518692141,-62.9208471212,-62.8518692141,-62.8528688939,-62.8848586479,-62.8108823417,-62.8838589681,-62.8538685737,-62.8848586479,-62.9208471212,-62.8238781793,-62.814881061,-62.953836555,-62.8538685737,-62.8138813812,-62.9558359146,-62.814881061,-62.8858583277,-62.8498698544,143.084129571,143.299045652,143.36701911,143.401005839,143.330033552,143.365019891,143.435992178,143.471978126,143.436991788,143.332032771,143.402005449,143.226074145,143.257062045,143.223075316,143.330033552,143.153102639,143.222075706,143.363020671,143.326035113,143.401005839,143.437991397,143.365019891,143.260060874,143.402005449,143.3660195,143.3660195,143.471978126,143.436991788,143.157101077,143.400006229,143.259061265,143.401005839,113.808,113.823,113.837,113.773,113.784,113.791,113.744,113.75,113.712,113.728,113.707,113.751,113.689,113.706,113.713,113.716,113.706,113.696,113.677,113.69,113.675,113.696,113.723,113.67,113.672,113.719,113.67,113.662,113.75,113.667,113.712,113.679
FLQS2C6NGRX5,-63.3462817647,-63.4894315481,-63.5555006788,-63.3793163301,-63.3813184249,-63.4183571801,-63.3082419621,-63.3422775749,-63.2031319813,-63.2021309339,-63.1700974159,-63.239169689,-63.0619842928,-63.1020261902,-63.1690963685,-63.1010251428,-63.0950188582,-63.1340597082,-63.0589811505,-63.1310565659,-63.0990230479,-63.1340597082,-63.1710984633,-63.0619842928,-63.0629853402,-63.2031319813,-63.0990230479,-63.0629853402,-63.2051340762,-63.0619842928,-63.1350607556,-63.0980220005,143.13800419,143.396085333,143.423093825,143.457104518,143.385081874,143.420092882,143.492115526,143.527126534,143.490114897,143.386082188,143.456104204,143.281049165,143.308057656,143.276047592,143.389083132,143.204024947,143.272046334,143.415091309,143.408089107,143.458104833,143.491115212,143.423093825,143.314059543,143.456104204,143.42409414,143.423093825,143.52612622,143.492115526,143.211027149,143.456104204,143.316060172,143.459105147,113.864,113.873,113.891,113.828,113.839,113.846,113.799,113.805,113.764,113.779,113.758,113.807,113.744,113.762,113.767,113.772,113.76,113.752,113.728,113.745,113.729,113.751,113.779,113.722,113.727,113.774,113.724,113.717,113.806,113.722,113.767,113.733
FLQS2BJ4GRX5,-63.1877996765,-63.3208898239,-63.3969413367,-63.2228233995,-63.2238240773,-63.2598484781,-63.1507745979,-63.1847976431,-63.0467041067,-63.0467041067,-63.0116803837,-63.0827285075,-62.8685834583,-62.9446349711,-63.0126810615,-62.9436342933,-62.9366295487,-62.9776573385,-62.9026065035,-62.9766566607,-62.9436342933,-62.9776573385,-63.0126810615,-62.9056085369,-62.9086105703,-63.0457034289,-62.9436342933,-62.9056085369,-63.0477047845,-62.9066092147,-62.9756559829,-62.9416329377,143.01883652,143.199836313,143.301836196,143.335836157,143.265836237,143.301836196,143.372836115,143.407836075,143.370836117,143.266836236,143.336836156,143.160836357,143.185836329,143.157836361,143.266836236,143.085836443,143.153836365,143.295836203,143.28983621,143.335836157,143.371836116,143.301836196,143.195836317,143.335836157,143.302836195,143.301836196,143.406836076,143.371836116,143.090836437,143.335836157,143.196836316,143.337836155,113.738,113.756,113.766,113.703,113.714,113.72,113.674,113.68,113.639,113.654,113.633,113.682,113.607,113.636,113.643,113.646,113.634,113.627,113.603,113.621,113.604,113.626,113.654,113.597,113.603,113.649,113.599,113.592,113.681,113.598,113.641,113.609
FLQS224TGRWM,-65.5796738272,-65.6978914555,-65.803665123,-65.624264687,-65.6211536967,-65.6636705631,-65.5475269282,-65.5838218141,-65.4427902575,-65.4075323683,-65.3764224661,-65.4780481467,-65.2571678411,-65.2955367204,-65.4033843814,-65.293462727,-65.293462727,-65.3266466226,-65.2924257302,-65.3670894955,-65.3276836194,-65.3681264922,-65.4002733912,-65.2602788313,-65.2944997237,-65.4386422705,-65.3266466226,-65.285166753,-65.4427902575,-65.2550938476,-65.3318316063,-65.3307946096,143.212833591,143.468797547,143.536787973,143.570783186,143.459798814,143.534788255,143.60377854,143.640773331,143.566783749,143.461798533,143.533788396,143.393808107,143.381809796,143.350814161,143.503792619,143.278824298,143.345814865,143.49079445,143.486795013,143.571783045,143.569783327,143.535788114,143.388808811,143.531788677,143.536787973,143.536787973,143.60377854,143.567783609,143.32681754,143.529788959,143.388808811,143.572782905,113.929,113.929,113.953,113.89,113.905,113.908,113.861,113.867,113.832,113.836,113.816,113.869,113.8,113.816,113.829,113.826,113.816,113.806,113.795,113.807,113.795,113.813,113.845,113.778,113.789,113.835,113.789,113.781,113.868,113.777,113.823,113.795
FLQS224LGRWM,-62.884615245,-63.0261978574,-63.0939979817,-62.9215064891,-62.9195123678,-62.9893066134,-62.8487210616,-62.8826211237,-62.7510091178,-62.7500120572,-62.7171090557,-62.8108327569,-62.6034441415,-62.6423295069,-62.7111266918,-62.6403353856,-62.6383412643,-62.6732383871,-62.636347143,-62.6732383871,-62.6712442658,-62.6752325084,-62.7111266918,-62.6094265054,-62.6054382628,-62.7440296933,-62.6413324462,-62.6044412022,-62.7779297554,-62.6054382628,-62.6752325084,-62.6383412643,143.108552259,143.32049976,143.390482426,143.424474006,143.355491093,143.391482178,143.460465091,143.495456424,143.461464843,143.355491093,143.426473511,143.253516352,143.280509666,143.246518085,143.355491093,143.17653542,143.245518333,143.385483664,143.385483664,143.425473758,143.463464348,143.389482673,143.284508675,143.425473758,143.391482178,143.389482673,143.496456176,143.460465091,143.184533439,143.424474006,143.283508923,143.426473511,113.79,113.806,113.818,113.755,113.765,113.783,113.726,113.732,113.693,113.708,113.687,113.744,113.67,113.688,113.695,113.698,113.687,113.678,113.666,113.672,113.666,113.678,113.706,113.651,113.654,113.701,113.651,113.644,113.743,113.65,113.694,113.66
FLQS200ZGRX8,-62.6236720912,-62.8057525487,-62.8447697896,-62.6606884479,-62.6706928687,-62.7387229297,-62.6276738595,-62.6306751857,-62.5286300941,-62.527629652,-62.4515960544,-62.5506398197,-62.3385461,-62.3815651092,-62.4906132953,-62.4135792555,-62.3735615726,-62.4115783714,-62.3705602463,-62.4525964964,-62.4125788135,-62.4145796976,-62.4515960544,-62.3435483103,-62.3845664354,-62.5236278837,-62.4115783714,-62.3715606884,-62.5156243471,-62.3735615726,-62.4155801397,-62.4085770452,143.259943395,143.514003591,143.579018995,143.579018995,143.542010227,143.580019232,143.650035822,143.683043643,143.650035822,143.545010938,143.583019943,143.405977996,143.428983447,143.3979761,143.545010938,143.330960221,143.394975389,143.537009042,143.536008805,143.616027764,143.617028001,143.544010701,143.436985343,143.578018758,143.580019232,143.579018995,143.652036296,143.61402729,143.334961169,143.578018758,143.43798558,143.580019232,113.711,113.735,113.738,113.677,113.685,113.703,113.655,113.651,113.622,113.637,113.606,113.665,113.59,113.609,113.624,113.63,113.607,113.599,113.586,113.601,113.588,113.599,113.627,113.57,113.584,113.63,113.582,113.574,113.664,113.58,113.615,113.592
FLNS2037GRWV,-62.4117779341,-62.5517639784,-62.6217570005,-62.4437747442,-62.4457745449,-62.4827708566,-62.3717819215,-62.4067784325,-62.2687921889,-62.2697920892,-62.2347955782,-62.3047886003,-62.0908099326,-62.1318058456,-62.2347955782,-62.1628027554,-62.1248065434,-62.1618028551,-62.1238066431,-62.1977992665,-62.164802556,-62.1987991668,-62.2337956778,-62.129806045,-62.0988091352,-62.2667923883,-62.164802556,-62.1278062443,-62.2707919895,-62.1288061447,-62.1997990671,-62.1638026557,143.292957801,143.507935233,143.576927991,143.611924317,143.540931769,143.575928096,143.646920643,143.681916969,143.645920748,143.540931769,143.610924422,143.435942791,143.460940167,143.42794363,143.541931664,143.361950558,143.42594384,143.567928935,143.56692904,143.610924422,143.646920643,143.575928096,143.471939012,143.610924422,143.573928306,143.576927991,143.680917074,143.645920748,143.365950138,143.609924527,143.470939117,143.610924422,113.417,113.433,113.446,113.381,113.393,113.4,113.352,113.359,113.318,113.333,113.311,113.36,113.285,113.303,113.321,113.324,113.301,113.293,113.281,113.299,113.283,113.305,113.331,113.276,113.271,113.327,113.278,113.27,113.359,113.276,113.32,113.288
